Context,Original,Translation,Comments
# encoding UTF-8
# bl_info
"*","Path","Path"
"*","Version","Version"
# misc_DATA_PT_context_arm.py
"Operator","ボーン名をCM3D2用→Blender用に変換","Decode CM3D2 bone names→Blender bones names"
"Operator","ボーン名をBlender用→CM3D2用に変換","Blender bone names→CM3D2 bone names"
"Operator","Add CM3D2 Body Sliders","Add CM3D2 Body Sliders"
"Operator","Add CM3D2 Twist Bones","Add CM3D2 Twist Bones"
"Operator","Cleanup Scale Bones","Cleanup Scale Bones"
"Operator","Save CM3D2 Body Sliders to Menu","Save CM3D2 Body Sliders to Menu"
"*","Body Sliders","Body Sliders"
"*","CM3D2 Sliders","CM3D2 Sliders"
"*","Wide Sliders","Wide Sliders"
"*","Size of arms","Size of arms"
"*","Breast size","Breast size"
"*","Leg length","Leg length"
"*","Belly","Belly"
"*","Size of face (left to right)","Size of face (left to right)"
"*","Size of face (up and down)","Size of face (up and down)"
"*","Length of neck","Length of neck"
"*","munel shapekey value","munel shapekey value"
"*","munes shapekey value","munes shapekey value"
"*","Breast sagging level","Breast sagging level"
"*","Position of the nipple","Position of the nipple"
"*","Direction of breast","Direction of breast"
"*","Leg thickness","Leg thickness"
"*","Leg definition","Leg definition"
"*","Length of arms","Length of arms"
"*","Shoulder width","Shoulder width"
"*","Hip","Hip"
"*","Scale","Scale"
"*","The amount by which the mesh is scaled when imported. Recommended that you use the same when at the time of export.","The amount by which the mesh is scaled when imported. Recommended that you use the same when at the time of export."
"*","Height","Height"
"*","Waist","Waist"
"*","Calf Scale","Calf Scale"
"*","Clavicle Position","Clavicle Position"
"*","Clavicle Scale","Clavicle Scale"
"*","Forearm Scale","Forearm Scale"
"*","Foot Scale","Foot Scale"
"*","Hand Scale","Hand Scale"
"*","Hips Position","Hips Position"
"*","Hips Scale","Hips Scale"
"*","Shoulders Scale","Shoulders Scale"
"*","Rear Thigh Position","Rear Thigh Position"
"*","Rear Thigh Scale","Rear Thigh Scale"
"*","Thigh Position","Thigh Position"
"*","Thigh Scale","Thigh Scale"
"*","Breasts Position","Breasts Position"
"*","Breasts Scale","Breasts Scale"
"*","Breasts Sub-Position","Breasts Sub-Position"
"*","Breasts Sub-Scale","Breasts Sub-Scale"
"*","Neck Position","Neck Position"
"*","Neck Scale","Neck Scale"
"*","Pelvis Scale","Pelvis Scale"
"*","Upper Abdomen Position","Upper Abdomen Position"
"*","Upper Abdomen Scale","Upper Abdomen Scale"
"*","Upper Torso Scale","Upper Torso Scale"
"*","Upper Chest Position","Upper Chest Position"
"*","Upper Chest Scale","Upper Chest Scale"
"*","Lower Chest Position","Lower Chest Position"
"*","Lower Chest Scale","Lower Chest Scale"
"*","Skirt Position","Skirt Position"
"*","Skirt Scale","Skirt Scale"
"*","Lower Abdomen Position","Lower Abdomen Position"
"*","Lower Abdomen Scale","Lower Abdomen Scale"
"*","Knee Position","Knee Position"
"*","Legs Position","Legs Position"
"*","Legs Scale","Legs Scale"
"*","Knee Scale","Knee Scale"
"*","Upper Arm Scale","Upper Arm Scale"
"*","Empty","Empty"
"*","This property never has a value","This property never has a value"
"*","Enable All","Enable All"
"*","Enable all sliders, even ones without a GUI in-game","Enable all sliders, even ones without a GUI in-game"
"*","ボーン情報","Bone Data"
"*","Armature Operators","Armature Operators"
"Operator","Connect Twist Bones","Connect Twist Bones"
"Operator","Original","Original"
"Operator","Pose data","Pose data"
"Operator","Swap Prime Field","Swap Prime Field"
"*","Weight","Weight"
"*","Bust","Bust"
"*","Cup","Cup"
"Operator","Connect Sliders","Connect Sliders"
"*","Face Width","Face Width"
"*","Face Height","Face Height"
"*","Leg Length","Leg Length"
"*","Breast Size","Breast Size"
"*","Breast Sag","Breast Sag"
"*","Breast Pitch","Breast Pitch"
"*","Breast Yaw","Breast Yaw"
"*","Shoulders","Shoulders"
"*","Arm Size","Arm Size"
"*","Arm Length","Arm Length"
"*","Neck Length","Neck Length"
"*","Leg Fat","Leg Fat"
"*","Leg Meat","Leg Meat"
"*","Enable All Sliders","Enable All Sliders"
"*","Successfully saved properties to menu file data in Properties > Object Tab > CM3D2 Menu File","Successfully saved properties to menu file data in Properties > Object Tab > CM3D2 Menu File"
"*","ボーン名変換","Convert Bone Names"
"*","ボーン名をBlender用に変換しました","Bones names were converted for Blender. Mission Accomplished."
"*","ボーン名をCM3D2用に戻しました","Bone names were converted back to CM3D2 Format. Mission Accomplished."
"*","Any existing data will be overwritten","Any existing data will be overwritten"
# misc_DATA_PT_modifiers.py
"Operator","モディファイア強制適用","Force Modifiers"
"*","CNV_UL_modifier_selector","CNV_UL_modifier_selector"
"*","force_values","force_values"
"*","Renderer","Renderer"
"*","Only enable modifiers visible in renderer","Only enable modifiers visible in renderer"
"*","Reverse Visible Filter","Reverse Visible Filter"
"*","Reverse the selected visible-in filter","Reverse the selected visible-in filter"
"*","Viewport","Viewport"
"*","Only enable modifiers visible in viewport","Only enable modifiers visible in viewport"
"*","Visible in:","Visible in:"
"*","適用するモディファイア","Apply"
"*","適用対象のモディファイアがないため、キャンセルします","There are no applicable modifiers, so cancel"
"*","ミラー等が原因で頂点数が変わっているためシェイプキーを格納できません、中止するのでCtrl+Z等で元に戻し修正してください。","Since the number of vertices has changed due to mirror etc, The shape key can not be stored. Please undo with Ctrl + Z or other."
"*","Could not apply '%s' modifier \"%s\" to shapekey %i","Could not apply '%s' modifier \"%s\" to shapekey %i"
"*","Vertex groups are not in blender naming style. Mirror modifier results may not be as expected","Vertex groups are not in blender naming style. Mirror modifier results may not be as expected"
"*","Could not apply '{type}' modifier \"{name}\"","Could not apply '{type}' modifier \"{name}\""
"*","Could not apply '{mod_type}' modifier \"{mod_name}\"","Could not apply '{mod_type}' modifier \"{mod_name}\""
# misc_DATA_PT_vertex_groups.py
"Operator","頂点グループ名をCM3D2用→Blender用に変換","Convert Vertex Group Names for Blender"
"Operator","頂点グループ名をBlender用→CM3D2用に変換","Convert vertex group names for CM3D2"
"*","CM3D2用 頂点グループ名変換","Convert names for CM3D2"
"*","頂点グループ名をBlender用に変換しました","Vertex group names were converted for Blender. Mission Accomplished."
"*","頂点グループ名をCM3D2用に戻しました","Names were converted for CM3D2. Mission Accomplished"
# misc_DOPESHEET_MT_editor_menus.py
"Operator","Convert to CM3D2 Interpolation","Convert to CM3D2 Interpolation"
# misc_IMAGE_HT_header.py
"*","CM3D2用: 内部パス","For CM3D2: Internal Path"
# misc_IMAGE_PT_image_properties.py
"*","内部パス","Game Directory"
# misc_INFO_HT_header.py
"Operator","頂点数をチェック","Check Vertice Count"
"*","UVが存在しないので測定できません。","No UV Map. Cannot be Counted."
"*","○ 出力可能な頂点数です、あと約%d頂点ほど余裕があります (頂点数:%d(+%d) UV分割で増加:+%d％)","Good, There is space for more vertices, you may add %d more vertices (Vertices:%d(+%d) UV Splitting:+%d％)"
"*","× 出力できない頂点数です、あと約%d頂点減らしてください (頂点数:%d(+%d) UV分割で増加:+%d％)","X, Too many vertices、please remove %d Vertices (Vertices:%d(+%d) Uv Splitting:+%d％)"
# misc_INFO_MT_add.py
"Operator","CM3D2用の素体をインポート","Import CM3D2 Body"
"Operator","body001","body001"
"Operator","乳袋防止素体","Large boob shapekey Body"
"Operator","Tスタンス素体","T-Pose Body"
"Operator","Tスタンス素体 足のみ","Legs only T-pose Body"
"Operator","Tスタンス素体 手のみ","Arms only T-pose Body"
"Operator","anm出力用リグ","Rig for anm Outputs"
"Operator","anm出力用リグ(男)","Rig for anms Outputs (Males)"
# misc_INFO_MT_curve_add.py
"Operator","髪の房を追加","Add A Lock of Hair"
"Operator","髪の房","Add Hair Curve"
"*","ホイール:太さ変更","Mouse Wheel:Change Thickness"
"*","ホイールクリック:ランダム強度変更","Middle Mouse Button:Random Intensity Change"
"*","ZXキー:高さ変更","Z/X Keys:Height Change"
"*","オブジェクトモードで実行してください","Run in Object Mode!"
# misc_INFO_MT_help.py
"*","CM3D2 Converterの更新履歴","CM3D2 Converter Update History"
"Operator","CM3D2 Converterを更新「luv」バージョン","Update CM3D2 Converter (\"luv\" version)"
"Operator","CM3D2 Converterの設定画面を開く","CM3D2 Converter Settings Screen"
"Operator","CM3D2 Converterの更新履歴","CM3D2 Converter Update History"
"*","Blender-CM3D2-Converterを更新しました、再起動して下さい","Converter Updated. Please Reboot Blender."
"*","表示できるエリアが見つかりませんでした","Could not open the settings window."
"*","更新の取得に失敗しました","Failed to Download Update."
# misc_MATERIAL_PT_context_material.py
"Operator","マテリアルをクリップボードにコピー","Copy material to clipboard"
"Operator","マテリアルを装飾","Decorate material"
"Operator","マテリアルプロパティの詳細情報","Detailed information on material properties"
"Operator","CM3D2用マテリアルを新規作成","Create new material for CM3D2"
"Operator","COM3D2用マテリアルを新規作成","Create new material for COM3D2"
"Operator","クリップボードからマテリアルを貼付け","Paste material from clipboard"
"Operator","このテクスチャを見る","View this texture"
"Operator","マテリアルのセットアップ","Material setup"
"*","プロパティ タイプ:","Property type:"
"Operator","mateから","From mate"
"Operator","クリップボードから","From the clipboard"
"*","クリップボードからマテリアルを貼付けました","Paste material from clipboard"
"*","マテリアルテキストをクリップボードにコピーしました","Copied material text to clipboard"
"*","実ファイルパス:","Real file path:"
"*","x","x"
"*","y","y"
"*","スケール:","scale:"
"*","{0:f}","{0:f}"
"Operator","mateへ","To mate"
"*","種類:","Type:"
"*","マテリアル名","Material name"
"*","シェーダー1","Shader 1"
"*","シェーダー2","Shader 2"
"Operator","拡張子を省略","Omit File Extension"
"*","テクスチャパス:","Texture path:"
"*","簡易テクスチャ情報","Simple texture information"
"Operator","COM3D2用に変更","Configure Material for COM3D2"
"Operator","CM3D2用に変更","Configure Material for CM3D2"
"*","クリップボードへのコピーを中止します。:","Stoped copying to the clipboard:"
"Operator","テクスチャパスを生成","Generate Texture Path"
"Operator","フラグセットアップ","Flag Setup"
"*","マテリアルプロパティ","Material properties"
"*","透明度","Transparency"
# misc_MESH_MT_shape_key_specials.py
"Operator","シェイプキーぼかし","Shape key blur"
"Operator","このシェイプキーをベースに","Based on this shape key"
"Operator","Copy shape key values","Copy shape key values"
"Operator","シェイプキーの変形に乗算","Multiply shape key variants"
"Operator","空間ぼかし・シェイプキー転送","Precision shape key transfer"
"Operator","クイック・シェイプキー転送","Quick shape key transfer"
"Operator","Weighted shape key transfer","Weighted shape key transfer"
"*","Vertex Groups Selector","Vertex Groups Selector"
"*","Only Deform","Only Deform"
"*","Only show deforming vertex groups","Only show deforming vertex groups"
"*","Other","Other"
"*","Only show non-deforming vertex groups","Only show non-deforming vertex groups"
"*","Filter Empty","Filter Empty"
"*","Whether to filter empty vertex groups","Whether to filter empty vertex groups"
"*","Reverse Empty","Reverse Empty"
"*","Reverse empty filtering","Reverse empty filtering"
"*","Importance","Importance"
"*","Sort groups by their average weight in the mesh","Sort groups by their average weight in the mesh"
"*","CM3D2 Converter","CM3D2 Converter"
"*","Shape key transfer canceled. Results may not be as expected. Use Undo / Ctrl Z to revert changes","Shape key transfer canceled. Results may not be as expected. Use Undo / Ctrl Z to revert changes"
"*","Press ESC to cancel shape key transfer","Press ESC to cancel shape key transfer"
"*","Error while preparing shapekey transfer.","Error while preparing shapekey transfer."
"*","Error while transfering shapekeys. Results may not be as expected. Use Undo / Ctrl Z to revert changes","Error while transfering shapekeys. Results may not be as expected. Use Undo / Ctrl Z to revert changes"
"*","Error while canceling shapekey transfer.","Error while canceling shapekey transfer."
"*","Error while performing shapekey transfer.","Error while performing shapekey transfer."
"*","Error while finishing shapekey transfer.","Error while finishing shapekey transfer."
# misc_MESH_MT_vertex_group_specials.py
"Operator","旧・頂点グループぼかし","Blur Vertex Group"
"Operator","頂点グループに乗算","Multiply vertex groups"
"Operator","空間ぼかし・ウェイト転送","High Precision Vertex Group transfer"
"Operator","頂点グループぼかし","頂点グループぼかし"
"Operator","クイック・ウェイト転送","Quick Vertex Group Transfer"
"Operator","割り当てのない頂点グループを削除","Delete Empty Vertex Groups"
"*","面がひとつも存在しません、辺モードに変更します","There is no face, change to edge mode"
"*","辺がひとつも存在しません、頂点モードに変更します","There is no edge, change to vertex mode"
"*","頂点がひとつも存在しません、中止します","No vertices exist, abort"
# misc_OBJECT_PT_context_object.py
"*","CM3D2用ボーン情報","CM3D2 Bone Data"
# misc_OBJECT_PT_transform.py
"Operator","Align to Base Bone","Align to Base Bone"
"Operator","オブジェクトの位置を合わせる","Copy Origin Position"
"*","Bone Data Source","Bone Data Source"
# misc_RENDER_PT_bake.py
"Operator","ベイク用の画像を作成","Create an image for baking"
"Operator","AO・ベイク","AO Bake"
"Operator","膨らみ・ベイク","Bulge Bake"
"Operator","密度・ベイク","Density bake"
"Operator","擬似AO・ベイク","Pseudo AO bake"
"Operator","グラデーション・ベイク","Gradient bake","# # This entry may have been malformed"
"Operator","ヘアー・ベイク","Hair"
"Operator","ヘミライト・ベイク","Hemi lamp bake"
"Operator","メッシュ縁・ベイク","Mesh edge bake"
"Operator","メッシュ間距離・ベイク","Mesh distance bake"
"Operator","金属・ベイク","Metal Bake"
"Operator","白い液体・ベイク","White liquid bake AKA Semen"
"Operator","影・ベイク","Shadow Bake"
"Operator","側面陰・ベイク","Side shadow bake"
"Operator","UV縁・ベイク","UV Edge Bake"
"*","CM3D2用ベイク","CM3D2 Bake"
"Operator","新規画像","New Image"
"Operator","AO (重)","AO (Weight)"
"Operator","擬似AO","Pseudo-AO"
"Operator","ヘミライト","Hemi Lamp"
"Operator","影 (重)","Shadow (Heavy)"
"Operator","側面陰","Side Shade"
"Operator","グラデーション","Gradation"
"Operator","UV縁","UV Border"
"Operator","メッシュ縁","Mesh Edge"
"Operator","密度","Density"
"Operator","膨らみ","Bulge"
"Operator","メッシュ間距離","Mesh Distance"
"Operator","金属","Metal"
"Operator","髪","Hair"
"Operator","白い液体","Semen"
"*","新規画像設定","New image settings"
"*","AO設定","AO Setting"
"*","擬似AO設定","Pseudo AO Setting"
"*","ヘミライト設定","Hemi lamp Settings"
"*","光源設定","Light source setting"
"*","しきい値","Threshold"
"*","ぼかし","Blur"
"*","金属設定","Metal set"
"*","ヘアー設定","Hair set"
"*","縁設定","Edge Setting"
"*","比較対象","Comparision"
# misc_RENDER_PT_render.py
"Operator","CM3D2メニュー用のアイコンをレンダリング","Render a CM3D2 Style Icon"
"*","テクスチャ参照方法","Texture reference method"
"*","輪郭線","Outline","# # This emtry may have been malformed"
"*","カメラ角度","Camera Angle"
# misc_TEXTURE_PT_context_texture.py
"*","値リスト","Values"
"*","toon tex 選択","toon tex Choice"
"Operator","テクスチャを探す","Find Texture(New)"
"Operator","色設定値を自動設定","Automatically set colors"
"Operator","イメージの再読込み","Reload Image"
"Operator","テクスチャのオフセットをリセット","Reset Texture Offset"
"Operator","テクスチャのスケールをリセット","Reset Texture Scale"
"Operator","CM3D2パスを設定","Set CM3d2 Path"
"Operator","色設定値を設定","Set the Color setting Value"
"Operator","トゥーンを選択","Select Toon"
"Operator","設定値を設定","Set Float Value"
"Operator","イメージ名から拡張子を除外","Exclude extensions from image names"
"Operator","設定をプレビューに同期","Sync Textures to Colors and Values."
"*","設定値タイプ:","Setting type:"
"*","設定値名","Setting Value Name"
"*","ノード(%s)のテクスチャを再設定しました。filepath=%s","(%s)The texture was reset.filepath=%s"
"*","対象のイメージが見つかりません=%s","Target image not found%s"
"*","同フォルダにtexとして保存しました。","Saved as .tex in the same folder"
"*","指定された画像が見つかりません","Cannot find the file specified"
"*","画像を表示できるエリアが見つかりませんでした","Area to view the image as not found"
"*","見つかりませんでした","Could not be located"
"*","テクスチャノードが見つからないため、スキップしました。","Skipped because the texture node was not found."
"*","対象のノードが見つかりません=%s","Target Node Not found=%s"
"*","イメージの取得に失敗しました。%s","Failed to get the image %s"
"*","テクスチャファイルを読み込みました。file=%s","Loaded Texture File file=%s"
"*","テクスチャ名:","Texture name:"
"*","テクスチャパス","Texture path:"
"*","拡大/縮小:","Enlargement/Reduction:"
"Operator","Disabled","Disabled"
"Operator","Never","Never"
"Operator","Less ","Less"
"Operator","Equal","Equal"
"Operator","LessEqual","LessEqual"
"Operator","Greater","Greater"
"Operator","NotEqual","NotEqual"
"Operator","GreaterEqual","GreaterEqual"
"Operator","Always","Always"
# misc_TEXT_HT_header.py
"Operator","テキストのボーン情報をコピー","Copy Bone Data from Text"
"Operator","テキストのボーン情報を貼付け","Paste Bone Data into Text"
"Operator","マテリアル情報テキストを全削除","Delete all .mate data"
"Operator","テキストを表示","Display Text"
"*","CM3D2用:","For CM3D2:"
"Operator","BoneData (%d)","BoneData (%d)"
"Operator","LocalBoneData (%d)","LocalBoneData (%d)"
# misc_VIEW3D_MT_edit_mesh_specials.py
"Operator","選択面の描画順を最前面に","Draw this object first"
"Operator","選択面の描画順を最背面に","Draw this object further back"
# misc_VIEW3D_MT_pose_apply.py
"Operator","現在のポーズで素体化","Apply Prime Field"
"Operator","Copy Prime Field","Copy Prime Field"
# misc_VIEW3D_PT_tools_weightpaint.py
"Operator","選択部の頂点グループをぼかす","Blur the vertex group of the selected part"
"Operator","選択部の頂点グループに四則演算","Four arithmetic operations on the vertex groups of the selection"
"*","頂点選択モード","Vertex selection mode"
"Operator","選択部をぼかす","Blur the selected part"
"Operator","選択部に四則演算","Four arithmetic operation"
"*","選択をぼかす","Blur the selection of the vertex groups."
"*","範囲 | 辺の長さの平均×","Range | Average of side length ×"
"*","精度 (分割数)","Accuracy (Steps)"
"*","頂点グループをぼかす","Blur Vertex Group"
"*","対象グループ","Target Group"
"*","モード","Mode"
"*","実行回数","Blur Count"
"*","四則演算","Four arithmetic operations"
"*","0で除算することはできません、中止します","Cannot divide by zero, Aborting."
# model_export.py
"*","ボーン情報元","Bone Data Source"
"*","マテリアル情報元","Material Source"
"*","メッシュオプション","Mesh Options"
"*","modelのエクスポートが完了しました。%.2f 秒 file=%s","model was exported %.2f seconds file=%s"
"*","ウェイトの合計が1.0を超えている頂点が見つかりました。正規化してください。超過している頂点の数:%d","Found %d vertices whose total weight is more then 1. Please Normalize Weights."
"*","ウェイトの合計が1.0未満の頂点が見つかりました。正規化してください。不足している頂点の数:%d","Found %d vertices whose total weight is less then 1. Please Normalize Weights."
"*","4つを超える頂点グループにある頂点が見つかりました。頂点グループをクリーンアップしてください。不足している頂点の数:%d","Found %d vertices that are in more than 4 vertex groups. Please Clean Vertex Groups"
"*","頂点が割り当てられていない{num}つのローカルボーンが見つかりました。 詳細については、ログを参照してください。","Found {num} local bones with no vertices assigned. See log for more info."
"*","%d個のオブジェクトをマージしました","%d Merged Objects"
"*","Could not find whether bone with index {index} was used. See console for more info.","Could not find whether bone with index {index} was used. See console for more info."
